EmpID ,OrderNum,OrderDate,OrderType,Quantity, Price , Discount , Order Total 
900019884,1102902,6/17/2018,Wholesale,11, $13.99 , $2.80 , $151.09 
900019884,1103033,7/4/2018,Wholesale,5, $37.99 , $7.60 , $182.35 
900019884,1103106,7/13/2018,Wholesale,8, $13.99 , $2.80 , $109.12 
900019884,1103128,7/16/2018,Retail,1, $11.99 , 0 , $11.99 
900019884,1103158,7/19/2018,Wholesale,9, $15.50 , $3.10 , $136.40 
900019884,1103237,7/29/2018,Retail,4, $58.95 , 0 , $235.80 
900019884,1103427,8/24/2018,Retail,1, $4.99 , 0 , $4.99 
900019884,1103506,9/4/2018,Wholesale,58, $23.99 , $4.80 ," $1,386.62 "
900019884,1103577,9/14/2018,Wholesale,36, $16.99 , $3.40 , $608.24 
900019884,1103610,9/20/2018,Wholesale,8, $69.00 , $13.80 , $538.20 
900019884,1103717,10/5/2018,Retail,2, $189.00 , 0 , $378.00 
900019884,1103744,10/11/2018,Retail,1, $189.00 , 0 , $189.00 
900019884,1103774,10/15/2018,Wholesale,7, $225.00 , $45.00 ," $1,530.00 "
900019884,1103798,10/18/2018,Retail,1, $23.99 , 0 , $23.99 
900019884,1103930,11/9/2018,Retail,1, $44.95 , 0 , $44.95 
900019884,1104092,12/4/2018,Retail,1, $34.99 , 0 , $34.99 
900019884,1104101,12/5/2018,Retail,1, $190.00 , 0 , $190.00 
900019884,1104219,12/21/2018,Wholesale,12, $24.95 , $4.99 , $294.41 
900019884,1104390,1/13/2019,Wholesale,7, $16.99 , $3.40 , $115.53 
900019884,1104495,2/2/2019,Retail,1, $455.00 , 0 , $455.00 
900019884,1104553,2/12/2019,Retail,1, $49.00 , 0 , $49.00 
900019884,1104570,2/14/2019,Retail,60, $450.00 , 0 ," $27,000.00 "
900019884,1104719,3/6/2019,Retail,1, $49.00 , 0 , $49.00 
900019884,1104726,3/6/2019,Retail,1, $29.99 , 0 , $29.99 
900019884,1104875,3/28/2019,Wholesale,4, $684.00 , $136.80 ," $2,599.20 "
900019884,1105041,4/20/2019,Retail,1, $23.99 , 0 , $23.99 
900019884,1105218,5/19/2019,Retail,1, $28.99 , 0 , $28.99 
900019884,1105267,5/26/2019,Wholesale,7, $179.00 , $35.80 ," $1,217.20 "
900019884,1105276,5/27/2019,Wholesale,5, $699.00 , $139.80 ," $3,355.20 "
900019884,1105297,5/30/2019,Wholesale,11, $699.00 , $139.80 ," $7,549.20 "
900019884,1105456,6/21/2019,Retail,1, $214.00 , 0 , $214.00 
900019884,1105644,7/19/2019,Wholesale,92, $49.95 , $9.99 ," $4,585.41 "
900019884,1105693,7/29/2019,Wholesale,10, $119.00 , $23.80 ," $1,166.20 "
900019884,1105777,8/11/2019,Retail,1, $32.95 , 0 , $32.95 
900019884,1105797,8/13/2019,Retail,1, $11.99 , 0 , $11.99 
900019884,1105837,8/19/2019,Wholesale,8, $32.95 , $6.59 , $257.01 
900012297,1100946,9/3/2017,Wholesale,7, $19.99 , $4.00 , $135.93 
900012297,1100975,9/7/2017,Wholesale,3, $395.00 , $79.00 ," $1,106.00 "
900012297,1101062,9/19/2017,Wholesale,7, $49.00 , $9.80 , $333.20 
900012297,1101325,10/27/2017,Retail,1, $19.50 , 0 , $19.50 
900012297,1101386,11/4/2017,Wholesale,12, $44.95 , $8.99 , $530.41 
900012297,1101395,11/5/2017,Retail,1, $42.99 , 0 , $42.99 
900012297,1101552,12/1/2017,Retail,1, $49.00 , 0 , $49.00 
900012297,1101638,12/11/2017,Retail,1, $24.95 , 0 , $24.95 
900012297,1101700,12/21/2017,Wholesale,11, $29.99 , $6.00 , $323.89 
900012297,1101818,1/7/2018,Retail,1, $24.99 , 0 , $24.99 
900012297,1102078,2/16/2018,Wholesale,13, $119.00 , $23.80 ," $1,523.20 "
900012297,1102093,2/19/2018,Retail,1, $12.99 , 0 , $12.99 
900012297,1102110,2/22/2018,Wholesale,13, $16.99 , $3.40 , $217.47 
900012297,1102253,3/13/2018,Retail,1, $34.99 , 0 , $34.99 
900012297,1102334,3/26/2018,Wholesale,10, $7.99 , $1.60 , $78.30 
900012297,1102619,5/8/2018,Wholesale,38, $8.99 , $1.80 , $339.82 
900012297,1102683,5/15/2018,Retail,1, $179.00 , 0 , $179.00 
900012297,1102814,6/6/2018,Retail,1, $19.50 , 0 , $19.50 
900012297,1102841,6/10/2018,Retail,1, $27.50 , 0 , $27.50 
900012297,1103080,7/9/2018,Wholesale,76, $14.99 , $3.00 ," $1,136.24 "
900012297,1103183,7/22/2018,Retail,1, $36.99 , 0 , $36.99 
900012297,1103302,8/8/2018,Wholesale,3, $189.00 , $37.80 , $529.20 
900012297,1103323,8/10/2018,Retail,1, $684.00 , 0 , $684.00 
900012297,1103365,8/16/2018,Wholesale,12, $49.00 , $9.80 , $578.20 
900012297,1103597,9/18/2018,Wholesale,5, $12.00 , $2.40 , $57.60 
900012297,1103612,9/20/2018,Wholesale,6, $89.00 , $17.80 , $516.20 
900012297,1103692,10/2/2018,Retail,1, $4.99 , 0 , $4.99 
900012297,1103854,10/27/2018,Wholesale,9, $54.00 , $10.80 , $475.20 
900012297,1103884,11/1/2018,Wholesale,9, $16.99 , $3.40 , $149.51 
900012297,1103952,11/12/2018,Retail,1, $37.99 , 0 , $37.99 
900012297,1103964,11/13/2018,Wholesale,9, $15.50 , $3.10 , $136.40 
900012297,1104065,11/30/2018,Wholesale,7, $12.00 , $2.40 , $81.60 
900012297,1104209,12/20/2018,Retail,1, $222.00 , 0 , $222.00 
900012297,1104251,12/24/2018,Retail,1, $16.75 , 0 , $16.75 
900012297,1104356,1/8/2019,Wholesale,8, $42.99 , $8.60 , $335.32 
900012297,1104462,1/27/2019,Wholesale,4, $34.99 , $7.00 , $132.96 
900012297,1104484,2/1/2019,Wholesale,6, $119.00 , $23.80 , $690.20 
900012297,1104566,2/14/2019,Wholesale,13, $899.00 , $179.80 ," $11,507.20 "
900012297,1104650,2/25/2019,Wholesale,13, $599.00 , $119.80 ," $7,667.20 "
900012297,1104657,2/25/2019,Wholesale,7, $24.95 , $4.99 , $169.66 
900012297,1104706,3/3/2019,Retail,1, $14.99 , 0 , $14.99 
900012297,1104795,3/16/2019,Wholesale,8, $14.99 , $3.00 , $116.92 
900012297,1104802,3/17/2019,Wholesale,10, $167.00 , $33.40 ," $1,636.60 "
900012297,1104936,4/5/2019,Wholesale,4, $7.99 , $1.60 , $30.36 
900012297,1105005,4/15/2019,Retail,1, $23.99 , 0 , $23.99 
900012297,1105033,4/19/2019,Wholesale,11, $245.00 , $49.00 ," $2,646.00 "
900012297,1105056,4/23/2019,Wholesale,9, $8.99 , $1.80 , $79.11 
900012297,1105347,6/6/2019,Retail,1, $42.99 , 0 , $42.99 
900012297,1105364,6/8/2019,Wholesale,11, $11.99 , $2.40 , $129.49 
900012297,1105420,6/16/2019,Wholesale,10, $7.99 , $1.60 , $78.30 
900012297,1105445,6/19/2019,Wholesale,7, $14.99 , $3.00 , $101.93 
900012297,1105491,6/26/2019,Retail,1, $37.99 , 0 , $37.99 
900012297,1105517,7/1/2019,Wholesale,11, $179.00 , $35.80 ," $1,933.20 "
900012297,1105691,7/28/2019,Wholesale,94, $14.99 , $3.00 ," $1,406.06 "
900012297,1105724,8/2/2019,Retail,1, $10.99 , 0 , $10.99 
900012297,1105870,8/24/2019,Retail,3, $599.00 , 0 ," $1,797.00 "
900018190,1100935,9/1/2017,Retail,2, $89.00 , 0 , $178.00 
900018190,1100971,9/6/2017,Wholesale,12, $250.00 , $50.00 ," $2,950.00 "
900018190,1100970,9/6/2017,Retail,1, $8.99 , 0 , $8.99 
900018190,1100982,9/8/2017,Wholesale,6, $34.99 , $7.00 , $202.94 
900018190,1100984,9/9/2017,Wholesale,10, $34.99 , $7.00 , $342.90 
900018190,1101004,9/12/2017,Retail,1, $8.99 , 0 , $8.99 
900018190,1101016,9/13/2017,Wholesale,4, $89.00 , $17.80 , $338.20 
900018190,1101035,9/16/2017,Wholesale,8, $499.00 , $99.80 ," $3,892.20 "
900018190,1101050,9/17/2017,Wholesale,5, $29.99 , $6.00 , $143.95 
900018190,1101073,9/20/2017,Retail,1, $34.99 , 0 , $34.99 
900018190,1101083,9/23/2017,Retail,1, $189.00 , 0 , $189.00 
900018190,1101084,9/23/2017,Retail,1, $19.50 , 0 , $19.50 
900018190,1101243,10/16/2017,Wholesale,5, $7.99 , $1.60 , $38.35 
900018190,1101276,10/21/2017,Wholesale,8, $7.99 , $1.60 , $62.32 
900018190,1101293,10/23/2017,Retail,1, $250.00 , 0 , $250.00 
900018190,1101298,10/23/2017,Wholesale,12, $189.00 , $37.80 ," $2,230.20 "
900018190,1101296,10/23/2017,Retail,1, $17.50 , 0 , $17.50 
900018190,1101314,10/25/2017,Retail,1, $13.99 , 0 , $13.99 
900018190,1101321,10/26/2017,Wholesale,12, $29.99 , $6.00 , $353.88 
900018190,1101344,10/30/2017,Wholesale,8, $27.50 , $5.50 , $214.50 
900018190,1101368,11/2/2017,Retail,48, $49.00 , 0 ," $2,352.00 "
900018190,1101379,11/3/2017,Wholesale,8, $189.00 , $37.80 ," $1,474.20 "
900018190,1101403,11/6/2017,Wholesale,11, $599.00 , $119.80 ," $6,469.20 "
900018190,1101444,11/12/2017,Wholesale,9, $12.00 , $2.40 , $105.60 
900018190,1101519,11/26/2017,Retail,1, $499.00 , 0 , $499.00 
900018190,1101544,11/30/2017,Wholesale,8, $17.50 , $3.50 , $136.50 
900018190,1101618,12/8/2017,Wholesale,5, $23.99 , $4.80 , $115.15 
900018190,1101701,12/21/2017,Retail,1, $189.00 , 0 , $189.00 
900018190,1101718,12/23/2017,Retail,1, $12.00 , 0 , $12.00 
900018190,1101736,12/26/2017,Wholesale,6, $37.99 , $7.60 , $220.34 
900018190,1101771,12/31/2017,Retail,1, $27.50 , 0 , $27.50 
900018190,1101817,1/7/2018,Wholesale,11, $49.95 , $9.99 , $539.46 
900018190,1101835,1/9/2018,Wholesale,4, $119.00 , $23.80 , $452.20 
900018190,1101871,1/14/2018,Wholesale,10, $15.50 , $3.10 , $151.90 
900018190,1101873,1/14/2018,Wholesale,7, $19.50 , $3.90 , $132.60 
900018190,1101899,1/18/2018,Retail,1, $49.00 , 0 , $49.00 
900018190,1101903,1/19/2018,Retail,1, $699.00 , 0 , $699.00 
900018190,1101915,1/20/2018,Wholesale,12, $10.99 , $2.20 , $129.68 
900018190,1101908,1/20/2018,Retail,1, $10.99 , 0 , $10.99 
900018190,1101927,1/22/2018,Wholesale,12, $11.99 , $2.40 , $141.48 
900018190,1101929,1/23/2018,Retail,1, $49.95 , 0 , $49.95 
900018190,1102002,2/4/2018,Wholesale,60, $189.00 , $37.80 ," $11,302.20 "
900018190,1102038,2/9/2018,Wholesale,11, $12.00 , $2.40 , $129.60 
900018190,1102066,2/14/2018,Wholesale,20, $10.99 , $2.20 , $217.60 
900018190,1102084,2/17/2018,Retail,1, $4.99 , 0 , $4.99 
900018190,1102089,2/18/2018,Wholesale,11, $49.00 , $9.80 , $529.20 
900018190,1102104,2/21/2018,Wholesale,12, $119.00 , $23.80 ," $1,404.20 "
900018190,1102120,2/23/2018,Retail,1, $16.75 , 0 , $16.75 
900018190,1102143,2/27/2018,Wholesale,5, $250.00 , $50.00 ," $1,200.00 "
900018190,1102156,2/28/2018,Wholesale,6, $19.99 , $4.00 , $115.94 
900018190,1102178,3/3/2018,Retail,2, $189.00 , 0 , $378.00 
900018190,1102183,3/4/2018,Retail,1, $684.00 , 0 , $684.00 
900018190,1102207,3/8/2018,Retail,1, $89.00 , 0 , $89.00 
900018190,1102225,3/9/2018,Wholesale,7, $189.00 , $37.80 ," $1,285.20 "
900018190,1102291,3/19/2018,Retail,1, $19.50 , 0 , $19.50 
900018190,1102300,3/20/2018,Wholesale,6, $24.95 , $4.99 , $144.71 
900018190,1102345,3/28/2018,Wholesale,109, $189.00 , $37.80 ," $20,563.20 "
900018190,1102358,3/30/2018,Wholesale,7, $899.00 , $179.80 ," $6,113.20 "
900018190,1102397,4/5/2018,Wholesale,6, $27.50 , $5.50 , $159.50 
900018190,1102409,4/6/2018,Wholesale,79, $16.99 , $3.40 ," $1,338.81 "
900018190,1102430,4/10/2018,Retail,1, $12.00 , 0 , $12.00 
900018190,1102442,4/12/2018,Wholesale,12, $14.99 , $3.00 , $176.88 
900018190,1102445,4/12/2018,Retail,1, $12.00 , 0 , $12.00 
900018190,1102470,4/15/2018,Wholesale,94, $24.95 , $4.99 ," $2,340.31 "
900018190,1102553,4/29/2018,Wholesale,6, $119.00 , $23.80 , $690.20 
900018190,1102560,4/30/2018,Retail,1, $12.99 , 0 , $12.99 
900018190,1102609,5/6/2018,Wholesale,53, $214.00 , $42.80 ," $11,299.20 "
900018190,1102610,5/6/2018,Wholesale,8, $49.00 , $9.80 , $382.20 
900018190,1102630,5/8/2018,Retail,1, $9.99 , 0 , $9.99 
900018190,1102625,5/8/2018,Retail,1, $89.00 , 0 , $89.00 
900018190,1102633,5/9/2018,Wholesale,4, $599.00 , $119.80 ," $2,276.20 "
900018190,1102711,5/20/2018,Retail,1, $12.00 , 0 , $12.00 
900018190,1102734,5/23/2018,Retail,1, $24.95 , 0 , $24.95 
900018190,1102769,5/28/2018,Wholesale,96, $4.99 , $1.00 , $478.04 
900018190,1102829,6/8/2018,Wholesale,7, $899.00 , $179.80 ," $6,113.20 "
900018190,1102837,6/9/2018,Wholesale,10, $179.00 , $35.80 ," $1,754.20 "
900018190,1102852,6/12/2018,Wholesale,9, $883.00 , $176.60 ," $7,770.40 "
900018190,1102869,6/13/2018,Wholesale,13, $16.99 , $3.40 , $217.47 
900018190,1102879,6/14/2018,Retail,1, $58.95 , 0 , $58.95 
900018190,1102920,6/19/2018,Wholesale,10, $8.99 , $1.80 , $88.10 
900018190,1102953,6/23/2018,Wholesale,42, $883.00 , $176.60 ," $36,909.40 "
900018190,1102995,6/29/2018,Wholesale,3, $19.50 , $3.90 , $54.60 
900018190,1103072,7/9/2018,Wholesale,10, $9.99 , $2.00 , $97.90 
900018190,1103068,7/9/2018,Wholesale,8, $7.99 , $1.60 , $62.32 
900018190,1103121,7/15/2018,Wholesale,7, $14.99 , $3.00 , $101.93 
900018190,1103140,7/17/2018,Retail,1, $189.00 , 0 , $189.00 
900018190,1103143,7/17/2018,Wholesale,10, $23.99 , $4.80 , $235.10 
900018190,1103182,7/22/2018,Wholesale,43, $49.95 , $9.99 ," $2,137.86 "
900018190,1103202,7/25/2018,Retail,1, $24.95 , 0 , $24.95 
900018190,1103256,8/1/2018,Retail,2, $699.00 , 0 ," $1,398.00 "
900018190,1103319,8/10/2018,Wholesale,8, $37.99 , $7.60 , $296.32 
900018190,1103360,8/14/2018,Retail,1, $37.99 , 0 , $37.99 
900018190,1103501,9/4/2018,Wholesale,9, $19.99 , $4.00 , $175.91 
900018190,1103509,9/5/2018,Wholesale,6, $54.00 , $10.80 , $313.20 
900018190,1103572,9/13/2018,Wholesale,5, $24.95 , $4.99 , $119.76 
900018190,1103594,9/18/2018,Wholesale,37, $14.99 , $3.00 , $551.63 
900018190,1103608,9/20/2018,Wholesale,6, $11.99 , $2.40 , $69.54 
900018190,1103607,9/20/2018,Wholesale,12, $684.00 , $136.80 ," $8,071.20 "
900018190,1103625,9/23/2018,Wholesale,12, $245.00 , $49.00 ," $2,891.00 "
900018190,1103660,9/27/2018,Retail,1, $455.00 , 0 , $455.00 
900018190,1103710,10/4/2018,Wholesale,9, $250.00 , $50.00 ," $2,200.00 "
900018190,1103760,10/13/2018,Retail,1, $54.00 , 0 , $54.00 
900018190,1103825,10/23/2018,Wholesale,9, $599.00 , $119.80 ," $5,271.20 "
900018190,1103837,10/25/2018,Wholesale,6, $58.95 , $11.79 , $341.91 
900018190,1103839,10/25/2018,Wholesale,7, $250.00 , $50.00 ," $1,700.00 "
900018190,1103845,10/25/2018,Retail,1, $167.00 , 0 , $167.00 
900018190,1103847,10/26/2018,Wholesale,12, $24.99 , $5.00 , $294.88 
900018190,1103862,10/28/2018,Wholesale,8, $19.99 , $4.00 , $155.92 
900018190,1103877,10/30/2018,Retail,1, $119.00 , 0 , $119.00 
900018190,1103875,10/30/2018,Wholesale,10, $455.00 , $91.00 ," $4,459.00 "
900018190,1103894,11/3/2018,Retail,2, $89.00 , 0 , $178.00 
900018190,1103931,11/9/2018,Wholesale,5, $223.00 , $44.60 ," $1,070.40 "
900018190,1103942,11/11/2018,Retail,1, $23.99 , 0 , $23.99 
900018190,1103941,11/11/2018,Retail,1, $29.99 , 0 , $29.99 
900018190,1103974,11/15/2018,Retail,1, $12.00 , 0 , $12.00 
900018190,1104016,11/20/2018,Wholesale,5, $89.00 , $17.80 , $427.20 
900018190,1104031,11/24/2018,Retail,1, $225.00 , 0 , $225.00 
900018190,1104041,11/27/2018,Wholesale,4, $49.95 , $9.99 , $189.81 
900018190,1104062,11/29/2018,Retail,1, $455.00 , 0 , $455.00 
900018190,1104081,12/3/2018,Retail,2, $225.00 , 0 , $450.00 
900018190,1104100,12/5/2018,Wholesale,17, $225.00 , $45.00 ," $3,780.00 "
900018190,1104096,12/5/2018,Retail,1, $24.99 , 0 , $24.99 
900018190,1104135,12/9/2018,Retail,1, $27.50 , 0 , $27.50 
900018190,1104205,12/19/2018,Wholesale,6, $32.95 , $6.59 , $191.11 
900018190,1104210,12/20/2018,Retail,1, $245.00 , 0 , $245.00 
900018190,1104212,12/20/2018,Wholesale,12, $14.99 , $3.00 , $176.88 
900018190,1104243,12/24/2018,Wholesale,38, $16.99 , $3.40 , $642.22 
900018190,1104263,12/26/2018,Wholesale,11, $499.00 , $99.80 ," $5,389.20 "
900018190,1104264,12/26/2018,Wholesale,10, $8.99 , $1.80 , $88.10 
900018190,1104294,12/29/2018,Retail,1, $42.99 , 0 , $42.99 
900018190,1104324,1/2/2019,Wholesale,6, $699.00 , $139.80 ," $4,054.20 "
900018190,1104325,1/2/2019,Wholesale,9, $23.99 , $4.80 , $211.11 
900018190,1104345,1/6/2019,Retail,1, $4.99 , 0 , $4.99 
900018190,1104347,1/6/2019,Retail,1, $13.99 , 0 , $13.99 
900018190,1104358,1/8/2019,Retail,1, $189.00 , 0 , $189.00 
900018190,1104394,1/14/2019,Wholesale,7, $42.99 , $8.60 , $292.33 
900018190,1104391,1/14/2019,Retail,1, $42.99 , 0 , $42.99 
900018190,1104430,1/20/2019,Wholesale,83, $250.00 , $50.00 ," $20,700.00 "
900018190,1104480,1/31/2019,Wholesale,4, $699.00 , $139.80 ," $2,656.20 "
900018190,1102922,2/1/2019,Wholesale,3, $19.50 , $3.90 , $54.60 
900018190,1104494,2/2/2019,Wholesale,4, $7.99 , $1.60 , $30.36 
900018190,1104539,2/10/2019,Wholesale,75, $7.99 , $1.60 , $597.65 
900018190,1104540,2/11/2019,Retail,1, $13.99 , 0 , $13.99 
900018190,1104569,2/14/2019,Retail,1, $23.99 , 0 , $23.99 
900018190,1104558,2/14/2019,Wholesale,12, $17.50 , $3.50 , $206.50 
900018190,1104577,2/16/2019,Retail,3, $24.95 , 0 , $74.85 
900018190,1104597,2/18/2019,Retail,1, $399.00 , 0 , $399.00 
900018190,1104600,2/18/2019,Wholesale,8, $49.00 , $9.80 , $382.20 
900018190,1104603,2/19/2019,Retail,1, $4.99 , 0 , $4.99 
900018190,1104609,2/20/2019,Retail,1, $89.00 , 0 , $89.00 
900018190,1104610,2/20/2019,Retail,1, $12.00 , 0 , $12.00 
900018190,1104665,2/26/2019,Wholesale,10, $29.99 , $6.00 , $293.90 
900018190,1104680,2/28/2019,Wholesale,8, $49.00 , $9.80 , $382.20 
900018190,1104684,3/1/2019,Wholesale,9, $49.00 , $9.80 , $431.20 
900018190,1104754,3/12/2019,Retail,1, $37.99 , 0 , $37.99 
900018190,1104782,3/14/2019,Retail,4, $10.99 , 0 , $43.96 
